_id	Population_Rank	Region	RegionType	State	0	HouseCost-01	HouseCost-02	HouseCost-03	HouseCost-04	HouseCost-05	HouseCost-06	HouseCost-07	HouseCost-08	HouseCost-09	HouseCost-10	HouseCost-11	HouseCost-12	HouseCost-13	HouseCost-14	HouseCost-15	HouseCost-16	HouseCost-17	HouseCost-18	HouseCost-19	HouseCost-20	HouseCost-21	HouseCost-22
395181	865	Uvalde, TX	msa	TX	0.0	0	0	0	0	0	0	0	0	84166	82127	81564	82269	85785	95458	106044	113351	114459	115233	118585	140623	151578	156746
753884	866	Hailey, ID	msa	ID	0.0	0	0	0	0	0	0	0	0	368402	332695	296178	288116	310507	350319	375862	399919	426301	465026	485546	698716	885260	852298
753921	867	Steamboat Springs, CO	msa	CO	192846.44411008852	210807	222214	228102	236916	249865	271109	289934	326221	325506	316715	306007	310165	334051	353484	375115	412794	450791	483844	522769	732548	941929	941788
395138	868	Summerville, GA	msa	GA	46732.15631601416	50967	53549	55201	57440	60091	61863	63386	62233	58323	54119	50620	50706	52694	57569	60255	63179	63126	66996	76312	103806	123018	129474
394869	869	Moberly, MO	msa	MO	0.0	0	0	0	0	0	0	0	0	0	0	0	69583	71183	75234	76136	78784	85773	90007	96151	119275	134068	137678
394858	870	Middlesborough, KY	msa	KY	0.0	0	0	0	0	0	0	0	0	51762	50152	49647	51551	52430	51179	51152	52266	50227	53124	53612	59356	61639	66459
395236	871	Woodward, OK	msa	OK	53345.68287525293	55609	57926	60519	63623	67286	70702	74751	72950	74038	72865	71478	74931	84075	89174	94748	92531	89551	91155	95300	109173	112889	115542
395004	872	Prineville, OR	msa	OR	77929.29782413477	81706	85770	90071	99160	116766	138052	148091	144378	131444	120453	111572	110979	131070	151624	167185	191163	220137	247850	266467	358732	421890	412077
394687	875	Hood River, OR	msa	OR	166143.41827928642	176436	185888	196992	218243	260230	305693	325982	318514	292000	272824	261575	260440	276997	294562	315274	342957	384378	422116	441484	562029	638583	637595
394601	876	Forrest City, AR	msa	AR	34307.396319848944	35638	36262	37605	39417	41839	44243	45242	44773	43574	42072	41024	42125	42198	41138	41452	44338	46497	49219	53156	57230	57569	58891
394494	877	Connersville, IN	msa	IN	0.0	0	0	0	0	0	0	0	0	0	67532	67125	67812	70347	77653	75798	72901	74008	81455	87853	109621	125107	130921
394868	878	Mitchell, SD	msa	SD	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	130205	131840	137183	151694	156486	160729	188200	215013	221651
394831	879	Marshall, MO	msa	MO	0.0	0	0	0	0	0	0	0	0	0	0	0	58184	63388	72160	76036	79310	79617	83075	84263	94991	100700	134904
394418	880	Brookings, OR	msa	OR	129815.13092123756	137787	146001	156197	176754	217066	258878	275075	266530	239676	219532	205073	200882	206502	215765	229547	249792	271926	289612	311574	392533	447012	444435
395241	881	Yankton, SD	msa	SD	0.0	0	0	0	0	0	0	0	0	129385	129049	129122	132722	138910	146950	157592	166404	171285	179605	182183	206191	230793	237297
395198	882	Wahpeton, ND	msa	ND	0.0	0	0	0	0	0	0	0	0	63174	63829	67923	76325	84534	94620	102461	113888	119462	126874	134970	158870	178673	181353
394818	883	Magnolia, AR	msa	AR	49640.1657044891	50852	50949	52201	54285	57456	60814	62614	62099	60960	59414	58016	62026	64331	63801	65714	75107	79393	86271	84957	100124	100855	96928
394564	884	Elk City, OK	msa	OK	76826.20457774741	79539	82085	84538	87821	90490	93691	98923	97359	96537	91918	89152	90542	97862	104843	113598	109017	105074	103911	102139	111225	120599	124324
394793	885	Liberal, KS	msa	KS	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106153	106261	107166	110858	127576	138292	140998
395239	885	Worthington, MN	msa	MN	0.0	0	0	0	0	0	0	0	0	0	0	0	0	94697	99106	106569	115463	122898	126157	131081	160231	179659	187725
394945	887	Oskaloosa, IA	msa	IA	0.0	0	0	0	0	0	0	0	0	66987	66382	66096	68498	72056	76086	80610	92525	98759	108047	113478	135336	153138	155819
394959	888	Pampa, TX	msa	TX	0.0	0	0	0	0	0	0	0	0	48873	48591	48346	50288	51188	54055	57708	57944	54830	53060	56514	63039	66797	67460
394470	889	Clarksdale, MS	msa	MS	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42912	41389	42642	45569	65672	61567	58908
395130	890	Sterling, CO	msa	CO	88033.13144201368	93994	96121	96658	98877	102779	105145	106104	106232	104608	102090	98264	99161	102794	108195	116195	127603	136325	148887	160761	211025	243599	246774
394371	891	Beatrice, NE	msa	NE	0.0	0	0	0	0	0	77892	79084	80387	81456	79924	79120	81782	85238	88476	92804	97454	105540	116510	121090	142198	160185	163972
394718	892	Jamestown, ND	msa	ND	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163071	161520	161066	159064	172365	183825	185239
394784	893	Levelland, TX	msa	TX	0.0	0	0	0	0	0	0	0	0	83315	82893	81824	83175	86315	89032	92894	96679	99619	104356	112032	127642	132581	132608
394656	894	Grenada, MS	msa	MS	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84408	84018	85444	93697	114289	120316	116741
394837	895	Maryville, MO	msa	MO	0.0	0	0	0	0	0	0	0	0	0	0	0	61637	68104	70275	71591	82442	90135	94035	102048	143495	169123	178820
394337	896	Arkadelphia, AR	msa	AR	59889.9011790149	63082	64836	67175	70240	75010	79506	81780	82496	76909	74355	73890	74046	73536	72509	74607	79158	80833	84102	87069	103764	113867	119954
394544	897	Dumas, TX	msa	TX	0.0	0	0	0	0	0	0	0	0	0	0	0	79921	95030	98704	98735	102934	110471	125049	124922	137524	144994	148042
394659	898	Guymon, OK	msa	OK	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103632	103677	106002	107720	127654	146674	150559
394403	899	Borger, TX	msa	TX	0.0	0	0	0	0	0	0	0	0	55455	54481	53531	53737	51582	53511	54580	58120	57571	59703	63504	72186	76461	78011
394979	900	Pierre, SD	msa	SD	0.0	0	0	0	0	0	0	0	0	147384	146487	147624	150641	161043	171270	177607	185626	193317	197250	204276	233605	264158	270726
394700	901	Huron, SD	msa	SD	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118411	124407	128697	133255	159736	181943	184103
395135	903	Storm Lake, IA	msa	IA	63344.45113249938	66394	68845	70680	73478	77699	78264	80382	81323	81172	81901	82472	83280	86562	94369	100777	106140	110260	115670	124264	143347	162393	167741
394498	905	Cordele, GA	msa	GA	57972.16884628284	60393	62141	64448	67408	70882	74479	77431	77659	73730	69036	65046	64360	66575	68339	68750	71079	73204	76801	79749	97859	116288	120014
394578	906	Evanston, WY	msa	WY	0.0	0	0	0	0	0	0	0	0	152226	151173	152407	158723	166104	167810	172515	177296	181608	186340	191324	232194	274862	287729
395014	907	Raymondville, TX	msa	TX	0.0	0	0	0	0	0	0	0	0	0	0	0	30036	30834	32151	33516	36125	37447	41669	45528	56939	56228	59706
753914	908	Port Lavaca, TX	msa	TX	0.0	0	0	0	0	0	0	0	0	105763	103672	103454	102979	106205	113813	120409	125026	129126	134747	144308	165577	180831	183812
753908	909	Othello, WA	msa	WA	0.0	0	0	0	0	0	0	0	0	149395	142852	136385	135929	138457	138831	143717	150619	160306	173971	186875	244984	279979	284046
753925	910	Vineyard Haven, MA	msa	MA	312970.2852997587	362399	412420	458303	518664	577631	592457	577021	558907	543218	538580	536115	542314	565408	594416	616596	667276	718629	779738	833680	1081680	1329915	1378792
394965	911	Parsons, KS	msa	KS	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42030	35995	37250	39054	64912	72720	75385
395003	912	Price, UT	msa	UT	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126582	130344	133580	145897	184234	224145	235280
394996	915	Portales, NM	msa	NM	0.0	0	0	0	0	0	0	0	0	99532	99797	97888	98167	96015	100488	108376	96123	93118	97865	102755	122895	126869	127630
394805	916	Los Alamos, NM	msa	NM	0.0	0	0	0	0	0	0	0	0	308749	288621	268455	257796	254869	248691	246717	255409	279908	314750	338989	439557	472273	477838
394678	918	Hereford, TX	msa	TX	0.0	0	0	0	0	0	0	0	0	0	0	0	63448	64216	71790	72931	74225	76694	83263	91327	122911	131704	134943
394330	920	Andrews, TX	msa	TX	0.0	0	0	0	0	0	0	0	0	102082	103523	104284	109574	120675	128131	138829	148037	150789	154381	168609	195510	201056	197498
395112	922	Spirit Lake, IA	msa	IA	0.0	0	0	0	0	0	0	0	0	167231	166561	169576	170915	198189	225429	226386	233839	235499	245094	258179	293720	335091	335923
394594	923	Fitzgerald, GA	msa	GA	49094.38632013957	51853	53895	55184	56797	60612	63116	65481	65034	61790	58655	55228	53259	55291	54887	53429	55379	55443	59430	62560	80683	101470	103915
753927	924	Winnemucca, NV	msa	NV	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172720	180635	188516	196313	207495	259930	290236	284261
394841	925	Maysville, KY	msa	KY	0.0	0	0	0	0	0	0	0	0	0	68232	67180	67675	67771	68922	75018	75829	76755	82180	89615	111544	129123	136410
395104	926	Snyder, TX	msa	TX	0.0	0	0	0	0	0	0	0	0	70964	70518	70545	71918	73794	79760	85145	87528	84856	85926	89621	100513	103426	100982
394676	927	Helena, AR	msa	AR	0.0	0	0	0	0	0	0	0	0	0	0	0	0	19629	19325	20250	22215	24193	26065	28200	32306	32453	31667
395111	928	Spencer, IA	msa	IA	0.0	0	0	0	0	0	0	0	0	92567	91354	91512	93467	98099	100306	102701	108863	113541	118038	124018	143710	161961	164464
394342	929	Atchison, KS	msa	KS	0.0	0	0	0	0	0	0	0	0	0	0	0	45891	49168	49603	48991	53290	55145	57167	61687	108800	128743	136506
753880	930	Fairfield, IA	msa	IA	0.0	0	0	0	0	0	0	0	0	75145	74747	75009	78374	87015	93040	96239	105182	108007	115004	119025	137953	158523	161226
395186	932	Vermillion, SD	msa	SD	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149323	156083	167071	173759	202902	226980	235811
395142	933	Sweetwater, TX	msa	TX	0.0	0	0	0	0	0	0	0	0	50390	49501	48903	49658	52327	57735	62201	64640	63965	64179	68589	78062	80263	82790
394968	934	Pecos, TX	msa	TX	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74641	74284	81230	94485	120502	113339	103771
753929	935	Zapata, TX	msa	TX	0.0	0	0	0	0	0	0	0	0	60552	61051	60022	64517	65726	68850	72985	73653	76509	77545	79646	89966	89914	90552
394743	936	Ketchikan, AK	msa	AK	0.0	0	0	0	0	212527	225428	233162	231927	230360	228927	226798	231333	240752	248843	262962	273223	282087	298667	320802	365316	386533	391142
753874	937	Craig, CO	msa	CO	101636.77784382696	109420	115671	120021	126455	138557	148398	156609	160849	159756	157945	155655	158237	160158	158048	158656	160779	164223	171466	182075	219773	255081	270225
395188	938	Vernon, TX	msa	TX	0.0	0	0	0	0	0	0	0	0	48230	47565	47145	47291	45253	47107	47046	47142	47363	49964	53067	61818	68803	72056
394767	939	Lamesa, TX	msa	TX	0.0	0	0	0	0	0	0	0	0	0	0	40311	40874	41825	45390	48847	52465	52276	54140	57039	72124	66414	68208
